ensembl_gene_id	gene_biotype	gene	percentage_gene_gc_content	total_counts	n_cells_by_counts
ENSG00000158882	protein_coding	TOMM40L	52.75	233	175
ENSG00000158985	protein_coding	CDC42SE2	39.71	604	407
ENSG00000159082	protein_coding	SYNJ1	38.08	801	407
ENSG00000159140	protein_coding	SON	38.68	1571	648
ENSG00000159164	protein_coding	SV2A	52.16	2730	713
ENSG00000159176	protein_coding	CSRP1	50.68	478	122
ENSG00000159189	protein_coding	C1QC	54.67	594	79
ENSG00000159199	protein_coding	ATP5MC1	50.08	3735	732
ENSG00000159202	protein_coding	UBE2Z	47.4	195	158
ENSG00000159210	protein_coding	SNF8	46.83	487	338
ENSG00000159228	protein_coding	CBR1	50.62	286	216
ENSG00000159346	protein_coding	ADIPOR1	44.28	374	267
ENSG00000159352	protein_coding	PSMD4	47.67	616	391
ENSG00000159363	protein_coding	ATP13A2	57.23	270	200
ENSG00000159377	protein_coding	PSMB4	49.12	556	354
ENSG00000159409	protein_coding	CELF3	55.89	138	125
ENSG00000159461	protein_coding	AMFR	42.21	276	203
ENSG00000159658	protein_coding	EFCAB14	40.21	192	152
ENSG00000159685	protein_coding	CHCHD6	46.24	396	259
ENSG00000159692	protein_coding	CTBP1	60.99	721	470
ENSG00000159720	protein_coding	ATP6V0D1	53.77	697	444
ENSG00000159842	protein_coding	ABR	55.27	587	361
ENSG00000159884	protein_coding	CCDC107	52.82	346	254
ENSG00000160007	protein_coding	ARHGAP35	46.43	177	146
ENSG00000160050	protein_coding	CCDC28B	54.62	346	253
ENSG00000160055	protein_coding	TMEM234	51.46	858	517
ENSG00000160058	protein_coding	BSDC1	47.99	221	181
ENSG00000160075	protein_coding	SSU72	53.86	553	376
ENSG00000160087	protein_coding	UBE2J2	56.33	350	268
ENSG00000160097	protein_coding	FNDC5	54.01	389	245
ENSG00000160145	protein_coding	KALRN	42.68	320	240
ENSG00000160194	protein_coding	NDUFV3	46.83	1847	626
ENSG00000160209	protein_coding	PDXK	57.26	718	444
ENSG00000160213	protein_coding	CSTB	54.21	602	366
ENSG00000160216	protein_coding	AGPAT3	51.65	338	233
ENSG00000160271	protein_coding	RALGDS	58.92	178	126
ENSG00000160305	protein_coding	DIP2A	44.88	181	135
ENSG00000160310	protein_coding	PRMT2	45.21	434	277
ENSG00000160325	protein_coding	CACFD1	58.04	269	223
ENSG00000160360	protein_coding	GPSM1	66.05	111	80
ENSG00000160408	protein_coding	ST6GALNAC6	53.52	238	197
ENSG00000160445	protein_coding	ZER1	51.42	202	162
ENSG00000160460	protein_coding	SPTBN4	51.05	162	134
ENSG00000160551	protein_coding	TAOK1	41.03	384	286
ENSG00000160584	protein_coding	SIK3	40.48	238	199
ENSG00000160710	protein_coding	ADAR	45.36	359	265
ENSG00000160752	protein_coding	FDPS	50.48	321	213
ENSG00000160753	protein_coding	RUSC1	58.03	400	254
ENSG00000160785	protein_coding	SLC25A44	48.29	242	204
ENSG00000160799	protein_coding	CCDC12	51.44	433	323
ENSG00000160803	protein_coding	UBQLN4	50.71	163	136
ENSG00000160949	protein_coding	TONSL	62.9	586	380
ENSG00000161011	protein_coding	SQSTM1	54.99	521	335
ENSG00000161016	protein_coding	RPL8	60.89	3611	760
ENSG00000161057	protein_coding	PSMC2	38.99	289	222
ENSG00000161082	protein_coding	CELF5	53.45	325	242
ENSG00000161203	protein_coding	AP2M1	54.13	1310	575
ENSG00000161526	protein_coding	SAP30BP	48.58	198	157
ENSG00000161533	protein_coding	ACOX1	44.18	333	242
ENSG00000161544	protein_coding	CYGB	56.15	404	224
ENSG00000161547	protein_coding	SRSF2	49.23	401	301
ENSG00000161642	protein_coding	ZNF385A	54.05	300	215
ENSG00000161671	protein_coding	EMC10	57.11	1236	590
ENSG00000161677	protein_coding	JOSD2	61.76	812	309
ENSG00000161681	protein_coding	SHANK1	56.27	365	266
ENSG00000161682	protein_coding	FAM171A2	60.58	145	117
ENSG00000161956	protein_coding	SENP3	51.42	145	116
ENSG00000161960	protein_coding	EIF4A1	52.93	949	523
ENSG00000161970	protein_coding	RPL26	43.8	3259	524
ENSG00000161980	protein_coding	POLR3K	48.81	420	296
ENSG00000161981	protein_coding	SNRNP25	56.7	263	207
ENSG00000162065	protein_coding	TBC1D24	55.83	299	213
ENSG00000162076	protein_coding	FLYWCH2	51.45	256	191
ENSG00000162174	protein_coding	ASRGL1	44.11	227	174
ENSG00000162188	protein_coding	GNG3	55.31	4343	605
ENSG00000162191	protein_coding	UBXN1	52.86	405	311
ENSG00000162222	protein_coding	TTC9C	47.12	47	13
ENSG00000162231	protein_coding	NXF1	50.07	586	380
ENSG00000162236	protein_coding	STX5	47.03	215	172
ENSG00000162368	protein_coding	CMPK1	42.2	437	307
ENSG00000162374	protein_coding	ELAVL4	39.85	296	226
ENSG00000162378	protein_coding	ZYG11B	41.29	299	228
ENSG00000162434	protein_coding	JAK1	42.71	271	215
ENSG00000162511	protein_coding	LAPTM5	52.6	153	65
ENSG00000162512	protein_coding	SDC3	55.72	160	106
ENSG00000162545	protein_coding	CAMK2N1	57.49	1292	333
ENSG00000162604	protein_coding	TM2D1	39.63	600	393
ENSG00000162613	protein_coding	FUBP1	36.32	495	333
ENSG00000162616	protein_coding	DNAJB4	37.07	328	241
ENSG00000162631	protein_coding	NTNG1	37.35	60	34
ENSG00000162636	protein_coding	FAM102B	39.64	54	42
ENSG00000162642	protein_coding	C1orf52	39.66	419	259
ENSG00000162688	protein_coding	AGL	36.33	61	39
ENSG00000162694	protein_coding	EXTL2	38.14	189	155
ENSG00000162704	protein_coding	ARPC5	38.43	483	350
ENSG00000162706	protein_coding	CADM3	46.2	553	327
ENSG00000162728	protein_coding	KCNJ9	54.82	254	202
ENSG00000162729	protein_coding	IGSF8	58.9	584	389
ENSG00000162734	protein_coding	PEA15	51.85	1580	587
ENSG00000162735	protein_coding	PEX19	46.35	324	263
ENSG00000162910	protein_coding	MRPL55	56.68	494	321
ENSG00000162923	protein_coding	WDR26	38.39	262	208
ENSG00000162929	protein_coding	KIAA1841	39.67	50	43
ENSG00000162961	protein_coding	DPY30	39	427	311
ENSG00000162989	protein_coding	KCNJ3	34.96	131	101
ENSG00000163001	protein_coding	CFAP36	40.44	467	317
ENSG00000163013	protein_coding	FBXO41	52.56	171	149
ENSG00000163029	protein_coding	SMC6	36.86	340	252
ENSG00000163032	protein_coding	VSNL1	41.81	1412	494
ENSG00000163069	protein_coding	SGCB	38.68	212	188
ENSG00000163131	protein_coding	CTSS	39.39	1109	79
ENSG00000163156	protein_coding	SCNM1	48.32	192	164
ENSG00000163162	protein_coding	RNF149	41.19	199	169
ENSG00000163170	protein_coding	BOLA3	50.4	515	319
ENSG00000163273	protein_coding	NPPC	55.84	145	65
ENSG00000163288	protein_coding	GABRB1	36.76	193	148
ENSG00000163319	protein_coding	MRPS18C	38.68	417	301
ENSG00000163344	protein_coding	PMVK	49.67	458	314
ENSG00000163399	protein_coding	ATP1A1	44.46	619	349
ENSG00000163444	protein_coding	TMEM183A	41.51	280	211
ENSG00000163463	protein_coding	KRTCAP2	50.64	529	363
ENSG00000163466	protein_coding	ARPC2	44.27	740	431
ENSG00000163468	protein_coding	CCT3	45.93	330	253
ENSG00000163479	protein_coding	SSR2	46.99	524	351
ENSG00000163512	protein_coding	AZI2	34.16	259	198
ENSG00000163517	protein_coding	HDAC11	53.95	604	381
ENSG00000163528	protein_coding	CHCHD4	48.18	537	351
ENSG00000163531	protein_coding	NFASC	47.92	540	302
ENSG00000163536	protein_coding	SERPINI1	36.84	748	371
ENSG00000163541	protein_coding	SUCLG1	39.25	407	295
ENSG00000163590	protein_coding	PPM1L	38.44	306	230
ENSG00000163618	protein_coding	CADPS	40	418	285
ENSG00000163624	protein_coding	CDS1	38.31	218	175
ENSG00000163625	protein_coding	WDFY3	36.88	275	204
ENSG00000163630	protein_coding	SYNPR	38.62	576	164
ENSG00000163634	protein_coding	THOC7	39.87	591	357
ENSG00000163681	protein_coding	SLMAP	38.92	143	124
ENSG00000163682	protein_coding	RPL9	40.78	5160	801
ENSG00000163683	protein_coding	SMIM14	41.4	878	481
ENSG00000163703	protein_coding	CRELD1	51.58	285	211
ENSG00000163714	protein_coding	U2SURP	38.44	402	301
ENSG00000163728	protein_coding	TTC14	35.08	639	423
ENSG00000163743	protein_coding	RCHY1	34.99	459	337
ENSG00000163812	protein_coding	ZDHHC3	47.26	273	206
ENSG00000163818	protein_coding	LZTFL1	42.03	262	216
ENSG00000163820	protein_coding	FYCO1	47.08	276	214
ENSG00000163848	protein_coding	ZNF148	36.86	179	152
ENSG00000163866	protein_coding	SMIM12	47.94	502	341
ENSG00000163873	protein_coding	GRIK3	49.63	100	68
ENSG00000163875	protein_coding	MEAF6	42.74	368	266
ENSG00000163888	protein_coding	CAMK2N2	69.03	687	354
ENSG00000163902	protein_coding	RPN1	46.98	259	210
ENSG00000163931	protein_coding	TKT	54.36	259	213
ENSG00000163935	protein_coding	SFMBT1	40.71	17	15
ENSG00000163938	protein_coding	GNL3	43.19	172	143
ENSG00000163939	protein_coding	PBRM1	40.81	245	202
ENSG00000163947	protein_coding	ARHGEF3	43.62	67	47
ENSG00000163956	protein_coding	LRPAP1	57.26	810	439
ENSG00000164022	protein_coding	AIMP1	36.63	404	278
ENSG00000164031	protein_coding	DNAJB14	34.7	341	238
ENSG00000164032	protein_coding	H2AFZ	49.21	818	437
ENSG00000164040	protein_coding	PGRMC2	38.64	271	217
ENSG00000164054	protein_coding	SHISA5	50.15	382	287
ENSG00000164061	protein_coding	BSN	48.82	330	246
ENSG00000164070	protein_coding	HSPA4L	35.4	387	245
ENSG00000164074	protein_coding	ABHD18	39.8	146	120
ENSG00000164076	protein_coding	CAMKV	55.84	659	392
ENSG00000164081	protein_coding	TEX264	54.18	294	237
ENSG00000164091	protein_coding	WDR82	44.88	205	163
ENSG00000164114	protein_coding	MAP9	33.75	169	147
ENSG00000164134	protein_coding	NAA15	39.05	187	159
ENSG00000164151	protein_coding	ICE1	38.91	128	59
ENSG00000164167	protein_coding	LSM6	39.7	878	468
ENSG00000164168	protein_coding	TMEM184C	38.71	214	161
ENSG00000164172	protein_coding	MOCS2	38.21	296	217
ENSG00000164176	protein_coding	EDIL3	35.47	401	271
ENSG00000164181	protein_coding	ELOVL7	39.18	116	77
ENSG00000164182	protein_coding	NDUFAF2	36.29	318	233
ENSG00000164190	protein_coding	NIPBL	35.04	166	130
ENSG00000164209	protein_coding	SLC25A46	35.23	184	153
ENSG00000164252	protein_coding	AGGF1	39.02	226	168
ENSG00000164258	protein_coding	NDUFS4	36.57	625	385
ENSG00000164326	protein_coding	CARTPT	50.96	57	17
ENSG00000164331	protein_coding	ANKRA2	37.11	372	285
ENSG00000164366	protein_coding	CCDC127	51.68	254	214
ENSG00000164402	protein_coding	SEPTIN8	48.12	481	312
ENSG00000164405	protein_coding	UQCRQ	49.28	4332	771
ENSG00000164442	protein_coding	CITED2	50.46	339	220
ENSG00000164466	protein_coding	SFXN1	42.43	461	303
ENSG00000164548	protein_coding	TRA2A	41.09	663	404
ENSG00000164587	protein_coding	RPS14	48.3	5913	820
ENSG00000164588	protein_coding	HCN1	34.76	275	201
ENSG00000164609	protein_coding	SLU7	36.94	184	147
ENSG00000164610	protein_coding	RP9	42.72	447	288
ENSG00000164611	protein_coding	PTTG1	39.32	253	179
ENSG00000164620	protein_coding	RELL2	60	680	378
ENSG00000164684	protein_coding	ZNF704	40.26	161	141
ENSG00000164687	protein_coding	FABP5	44.25	541	283
ENSG00000164713	protein_coding	BRI3	51.97	537	357
ENSG00000164733	protein_coding	CTSB	52.13	1787	716
ENSG00000164741	protein_coding	DLC1	38.54	236	177
ENSG00000164742	protein_coding	ADCY1	47.64	979	460
ENSG00000164830	protein_coding	OXR1	36.58	423	255
ENSG00000164885	protein_coding	CDK5	57.31	316	245
ENSG00000164896	protein_coding	FASTK	61.75	328	251
ENSG00000164897	protein_coding	TMUB1	67.5	208	175
ENSG00000164902	protein_coding	PHAX	43.26	275	214
ENSG00000164924	protein_coding	YWHAZ	40.87	1149	536
ENSG00000164970	protein_coding	FAM219A	47.16	357	259
ENSG00000164975	protein_coding	SNAPC3	39.78	135	93
ENSG00000164978	protein_coding	NUDT2	46.38	167	118
ENSG00000164983	protein_coding	TMEM65	35.86	270	210
ENSG00000164985	protein_coding	PSIP1	37.86	741	413
ENSG00000165006	protein_coding	UBAP1	42.8	112	97
ENSG00000165023	protein_coding	DIRAS2	40.38	104	61
ENSG00000165061	protein_coding	ZMAT4	40.92	499	323
ENSG00000165084	protein_coding	C8orf34	36.7	339	235
ENSG00000165102	protein_coding	HGSNAT	44.1	90	48
ENSG00000165119	protein_coding	HNRNPK	39.12	748	453
ENSG00000165152	protein_coding	TMEM246	39.12	265	208
ENSG00000165169	protein_coding	DYNLT3	37.43	351	253
ENSG00000165175	protein_coding	MID1IP1	53.8	370	209
ENSG00000165209	protein_coding	STRBP	39.12	609	364
ENSG00000165219	protein_coding	GAPVD1	42.11	259	209
ENSG00000165233	protein_coding	CARD19	49.97	189	109
ENSG00000165264	protein_coding	NDUFB6	41.42	1058	470
ENSG00000165280	protein_coding	VCP	47.54	356	255
ENSG00000165283	protein_coding	STOML2	53.1	456	295
ENSG00000165355	protein_coding	FBXO33	38.98	193	161
ENSG00000165379	protein_coding	LRFN5	34.61	258	172
ENSG00000165389	protein_coding	SPTSSA	41.75	346	251
ENSG00000165410	protein_coding	CFL2	39.1	635	366
ENSG00000165416	protein_coding	SUGT1	36.99	184	150
ENSG00000165434	protein_coding	PGM2L1	37.45	455	269
ENSG00000165443	protein_coding	PHYHIPL	35.15	643	412
ENSG00000165494	protein_coding	PCF11	38.25	180	138
ENSG00000165502	protein_coding	RPL36AL	45.45	1019	470
ENSG00000165516	protein_coding	KLHDC2	40.47	269	216
ENSG00000165533	protein_coding	TTC8	36.61	26	23
ENSG00000165629	protein_coding	ATP5F1C	40.09	1276	551
ENSG00000165637	protein_coding	VDAC2	44.04	861	487
ENSG00000165669	protein_coding	FAM204A	38.06	365	268
ENSG00000165671	protein_coding	NSD1	42.34	229	195
ENSG00000165672	protein_coding	PRDX3	45.98	220	183
ENSG00000165678	protein_coding	GHITM	37.74	813	457
ENSG00000165688	protein_coding	PMPCA	53.83	185	152
ENSG00000165704	protein_coding	HPRT1	40.12	504	314
ENSG00000165775	protein_coding	FUNDC2	39.83	165	130
ENSG00000165782	protein_coding	PIP4P1	51.18	714	444
ENSG00000165795	protein_coding	NDRG2	48	87	65
ENSG00000165832	protein_coding	TRUB1	36.88	26	23
ENSG00000165868	protein_coding	HSPA12A	47.79	167	110
ENSG00000165898	protein_coding	ISCA2	45.27	549	367
ENSG00000165914	protein_coding	TTC7B	46.46	203	167
ENSG00000165916	protein_coding	PSMC3	54.93	479	326
ENSG00000165973	protein_coding	NELL1	38.29	28	23
ENSG00000165996	protein_coding	HACD1	41.97	190	149
ENSG00000166006	protein_coding	KCNC2	34.22	299	139
ENSG00000166068	protein_coding	SPRED1	35.19	282	207
ENSG00000166086	protein_coding	JAM3	41.93	220	140
ENSG00000166091	protein_coding	CMTM5	58.17	264	92
ENSG00000166111	protein_coding	SVOP	45.17	263	200
ENSG00000166136	protein_coding	NDUFB8	47.71	3077	726
ENSG00000166164	protein_coding	BRD7	39.72	223	173
ENSG00000166165	protein_coding	CKB	70.41	1873	658
ENSG00000166167	protein_coding	BTRC	38.96	232	190
ENSG00000166171	protein_coding	DPCD	50.18	730	418
ENSG00000166206	protein_coding	GABRB3	41.34	242	206
ENSG00000166226	protein_coding	CCT2	39.37	411	299
ENSG00000166228	protein_coding	PCBD1	50.57	131	99
ENSG00000166233	protein_coding	ARIH1	38.72	120	92
ENSG00000166250	protein_coding	CLMP	45.03	182	152
ENSG00000166257	protein_coding	SCN3B	45.94	216	173
ENSG00000166260	protein_coding	COX11	41.57	203	160
ENSG00000166266	protein_coding	CUL5	39.36	187	141
ENSG00000166275	protein_coding	BORCS7	41.63	499	316
ENSG00000166295	protein_coding	ANAPC16	43.46	358	268
ENSG00000166311	protein_coding	SMPD1	56.72	290	225
ENSG00000166313	protein_coding	APBB1	51.87	654	421
ENSG00000166326	protein_coding	TRIM44	39.96	285	227
ENSG00000166342	protein_coding	NETO1	36.85	176	118
ENSG00000166347	protein_coding	CYB5A	44.27	573	378
ENSG00000166352	protein_coding	C11orf74	36.82	190	169
ENSG00000166402	protein_coding	TUB	49.43	120	91
ENSG00000166405	protein_coding	RIC3	39.92	189	156
ENSG00000166407	protein_coding	LMO1	52.88	73	46
ENSG00000166411	protein_coding	IDH3A	44.46	586	363
ENSG00000166428	protein_coding	PLD4	61.61	120	53
ENSG00000166441	protein_coding	RPL27A	50.4	1137	497
ENSG00000166448	protein_coding	TMEM130	52.26	906	369
ENSG00000166501	protein_coding	PRKCB	43.77	409	293
ENSG00000166548	protein_coding	TK2	49.54	130	104
ENSG00000166562	protein_coding	SEC11C	43.03	1023	529
ENSG00000166579	protein_coding	NDEL1	44.62	245	188
ENSG00000166598	protein_coding	HSP90B1	39.78	918	508
ENSG00000166619	protein_coding	BLCAP	47.98	467	331
ENSG00000166707	protein_coding	ZCCHC18	52.61	1336	547
ENSG00000166734	protein_coding	CASC4	40.6	301	232
ENSG00000166736	protein_coding	HTR3A	50.68	123	33
ENSG00000166793	protein_coding	YPEL4	55.21	312	224
ENSG00000166794	protein_coding	PPIB	52.92	410	284
ENSG00000166833	protein_coding	NAV2	44.51	578	380
ENSG00000166847	protein_coding	DCTN5	42.88	203	171
ENSG00000166848	protein_coding	TERF2IP	42.42	165	146
ENSG00000166855	protein_coding	CLPX	40	50	46
ENSG00000166862	protein_coding	CACNG2	47.64	778	412
ENSG00000166863	protein_coding	TAC3	47.55	16	7
ENSG00000166913	protein_coding	YWHAB	40.39	1662	568
ENSG00000166922	protein_coding	SCG5	42.31	3817	666
ENSG00000166924	protein_coding	NYAP1	59.21	223	164
ENSG00000166925	protein_coding	TSC22D4	58	656	217
ENSG00000166963	protein_coding	MAP1A	52.57	825	462
ENSG00000166971	protein_coding	AKTIP	45.45	447	308
ENSG00000167004	protein_coding	PDIA3	42.99	294	231
ENSG00000167005	protein_coding	NUDT21	39.54	125	91
ENSG00000167074	protein_coding	TEF	51.78	430	324
ENSG00000167085	protein_coding	PHB	48.42	335	266
ENSG00000167088	protein_coding	SNRPD1	42.25	481	308
ENSG00000167114	protein_coding	SLC27A4	54.79	165	132
ENSG00000167118	protein_coding	URM1	52.12	448	303
ENSG00000167186	protein_coding	COQ7	46.17	463	314
ENSG00000167191	protein_coding	GPRC5B	51.08	182	124
ENSG00000167193	protein_coding	CRK	49.13	220	171
ENSG00000167220	protein_coding	HDHD2	38.66	437	305
ENSG00000167272	protein_coding	POP5	48.65	545	353
ENSG00000167283	protein_coding	ATP5MG	42.71	282	210
ENSG00000167377	protein_coding	ZNF23	44.44	130	105
ENSG00000167378	protein_coding	IRGQ	52.71	209	162
ENSG00000167434	protein_coding	CA4	54.97	354	230
ENSG00000167468	protein_coding	GPX4	69.47	3282	736
ENSG00000167491	protein_coding	GATAD2A	50.87	20	18
ENSG00000167515	protein_coding	TRAPPC2L	58.39	752	425
ENSG00000167522	protein_coding	ANKRD11	51.19	304	259
ENSG00000167535	protein_coding	CACNB3	57.6	310	235
ENSG00000167549	protein_coding	CORO6	60.29	361	250
ENSG00000167552	protein_coding	TUBA1A	48.23	2456	682
ENSG00000167614	protein_coding	TTYH1	58.83	374	248
ENSG00000167641	protein_coding	PPP1R14A	58.27	642	116
ENSG00000167654	protein_coding	ATCAY	51.6	448	297
ENSG00000167658	protein_coding	EEF2	59.53	1224	598
ENSG00000167671	protein_coding	UBXN6	60	281	204
ENSG00000167680	protein_coding	SEMA6B	57.82	178	142
ENSG00000167685	protein_coding	ZNF444	54.02	70	65
ENSG00000167702	protein_coding	KIFC2	63.6	450	311
ENSG00000167768	protein_coding	KRT1	47.13	371	251
ENSG00000167778	protein_coding	SPRYD3	53.98	395	293
ENSG00000167792	protein_coding	NDUFV1	56.2	458	318
ENSG00000167815	protein_coding	PRDX2	54.37	1410	585
ENSG00000167863	protein_coding	ATP5PD	47.61	2185	646
ENSG00000167962	protein_coding	ZNF598	64.24	94	45
ENSG00000167971	protein_coding	CASKIN1	64.94	132	85
ENSG00000167972	protein_coding	ABCA3	53.03	199	171
ENSG00000167985	protein_coding	SDHAF2	45.09	168	153
ENSG00000167986	protein_coding	DDB1	47.67	296	235
ENSG00000167996	protein_coding	FTH1	50.4	22029	872
ENSG00000168000	protein_coding	BSCL2	51.19	350	263
ENSG00000168002	protein_coding	POLR2G	50.52	674	413
ENSG00000168003	protein_coding	SLC3A2	48.27	296	244
ENSG00000168028	protein_coding	RPSA	45.12	1571	614
ENSG00000168036	protein_coding	CTNNB1	39.9	301	244
ENSG00000168061	protein_coding	SAC3D1	58.58	269	208
ENSG00000168081	protein_coding	PNOC	47.01	1941	538
ENSG00000168090	protein_coding	COPS6	52.66	693	405
ENSG00000168092	protein_coding	PAFAH1B2	43.37	537	360
ENSG00000168118	protein_coding	RAB4A	41.32	340	243
ENSG00000168137	protein_coding	SETD5	39.13	259	196
ENSG00000168159	protein_coding	RNF187	55.49	1732	638
ENSG00000168172	protein_coding	HOOK3	40.46	250	188
ENSG00000168209	protein_coding	DDIT4	58.64	102	69
ENSG00000168216	protein_coding	LMBRD1	35.47	490	334
ENSG00000168243	protein_coding	GNG4	48.07	218	162
ENSG00000168259	protein_coding	DNAJC7	45.79	631	391
ENSG00000168291	protein_coding	PDHB	43.56	368	259
ENSG00000168301	protein_coding	KCTD6	40.85	273	187
ENSG00000168314	protein_coding	MOBP	40.07	2772	145
ENSG00000168329	protein_coding	CX3CR1	46.15	206	67
ENSG00000168374	protein_coding	ARF4	41.71	277	209
ENSG00000168393	protein_coding	DTYMK	51.06	278	223
ENSG00000168439	protein_coding	STIP1	50.06	376	249
ENSG00000168481	protein_coding	LGI3	56.44	254	145
ENSG00000168490	protein_coding	PHYHIP	56.62	258	213
ENSG00000168522	protein_coding	FNTA	42.58	216	168
ENSG00000168546	protein_coding	GFRA2	52.15	95	60
ENSG00000168566	protein_coding	SNRNP48	37.33	119	104
ENSG00000168591	protein_coding	TMUB2	52.72	228	187
ENSG00000168701	protein_coding	TMEM208	55.38	309	251
ENSG00000168702	protein_coding	LRP1B	34.82	458	297
ENSG00000168710	protein_coding	AHCYL1	40.92	267	210
ENSG00000168734	protein_coding	PKIG	44.32	781	458
ENSG00000168772	protein_coding	CXXC4	35.32	218	163
ENSG00000168785	protein_coding	TSPAN5	41.92	567	356
ENSG00000168824	protein_coding	NSG1	50.8	1376	500
ENSG00000168894	protein_coding	RNF181	54.54	190	164
ENSG00000168906	protein_coding	MAT2A	44.47	498	336
ENSG00000168913	protein_coding	ENHO	62.42	241	180
ENSG00000168917	protein_coding	SLC35G2	41.29	68	52
ENSG00000168952	protein_coding	STXBP6	39.24	153	101
ENSG00000168959	protein_coding	GRM5	36.16	914	470
ENSG00000168993	protein_coding	CPLX1	55.24	1950	565
ENSG00000169018	protein_coding	FEM1B	39.17	280	202
ENSG00000169019	protein_coding	COMMD8	36.36	310	244
